DATABASE	DELTAG (kcal/mol)	DELTAG ERROR (kcal/mol)
cpd04445	-53.2	1.81113
cpd04446	30	1.22892
cpd04447	-1.98	0.900487
cpd04448	10000000	10000000
cpd04449	-54.68	0.892358
cpd04450	30	1.22892
cpd04451	-9.91	0.866006
cpd04452	-1.98	0.900487
cpd04453	-54.68	0.892358
cpd04454	-9.91	0.866006
cpd04455	1.63	2.35608
cpd04456	92.19	2.66612
cpd04457	1.94	1.1858
cpd04458	10000000	10000000
cpd04459	-18.79	3.47801
cpd04460	47.76	5.49219
cpd04461	-128.75	4.87399
cpd04462	28.23	3.15118
cpd04463	34.74	2.78498
cpd04464	-196.45	3.10185
cpd04465	-175.38	5.62072
cpd04466	10000000	10000000
cpd04467	-41.56	1.98677
cpd04468	-25.01	3.92464
cpd04469	-49.99	2.26071
cpd04470	150.42	5.47017
cpd04471	74.4	2.33134
cpd04472	55.63	1.81064
cpd04473	-103.479	2.84401
cpd04474	10000000	10000000
cpd04475	10000000	10000000
cpd04476	10000000	10000000
cpd04477	-14.85	4.88794
cpd04478	-173.36	3.26436
cpd04479	99	3.35321
cpd04480	-15.8	3.26436
cpd04481	11.57	2.51698
cpd04482	10000000	10000000
cpd04483	10000000	10000000
cpd04484	129.52	4.51792
cpd04485	10000000	10000000
cpd04486	10000000	10000000
cpd04487	10000000	10000000
cpd04488	10000000	10000000
cpd04489	10000000	10000000
cpd04490	6.16	3.7324
cpd04491	-54.5	1.14847
cpd04492	-61.96	0.994595
cpd04493	113.68	3.69091
cpd04494	-58.78	1.13766
cpd04495	-41.34	1.12947
cpd04496	-686.89	2.92935
cpd04497	-371.11	3.05383
cpd04498	10000000	10000000
cpd04499	10000000	10000000
cpd04500	-338.54	2.83666
cpd04501	-7.61	0.619649
cpd04502	-15.63	0.625179
cpd04503	41.49	4.7852
cpd04504	-108.03	2.73547
cpd04505	10000000	10000000
cpd04506	10000000	10000000
cpd04507	-768.58	3.79439
cpd04508	-795.55	3.8716
cpd04509	-45.48	0.951009
cpd04510	-849.69	3.75268
cpd04511	-849.69	3.75268
cpd04512	-289.43	3.30093
cpd04513	-176.16	5.64325
cpd04514	-289.43	3.30093
cpd04515	10000000	10000000
cpd04516	-89.78	9.77843
cpd04517	33.04	7.39076
cpd04518	-95.44	1.86713
cpd04519	10000000	10000000
cpd04520	10000000	10000000
cpd04521	10000000	10000000
cpd04522	10000000	10000000
cpd04523	10000000	10000000
cpd04524	10000000	10000000
cpd04525	-43.7	1.59435
cpd04526	10000000	10000000
cpd04527	151.97	3.14103
cpd04528	-148.82	6.67371
cpd04529	10000000	10000000
cpd04530	113.82	2.99987
cpd04531	-178.44	1.37216
cpd04532	15.81	1.42521
cpd04533	-40.48	0.342993
cpd04534	-31	0.324866
cpd04535	-10.75	0.588065
cpd04536	10000000	10000000
cpd04537	-80.92	1.8011
cpd04538	-93.01	2.52909
cpd04539	-365.05	0.373545
cpd04540	10000000	10000000
cpd04541	-77.35	1.44905
cpd04542	78.68	3.27497
cpd04543	-84.72	2.16705
cpd04544	10000000	10000000
cpd04545	10000000	10000000
cpd04546	-801.95	3.91445
cpd04547	10000000	10000000
cpd04548	21.67	1.96632
cpd04549	-88.22	7.15934
cpd04550	-747.88	3.96979
cpd04551	-786.14	3.96499
cpd04552	10000000	10000000
cpd04553	-117.39	1.39989
cpd04554	-92.19	1.3745
cpd04555	-114.55	1.23518
cpd04556	-15.94	2.21055
cpd04557	-69.83	1.66824
cpd04558	-10.09	2.52997
cpd04559	40.54	5.05233
cpd04560	10000000	10000000
cpd04561	10000000	10000000
cpd04562	17.28	2.14907
cpd04563	-677.319	7.68826
cpd04564	72.89	3.07781
cpd04565	31.02	3.03663
cpd04566	26.83	3.18015
cpd04567	-121.77	6.78573
cpd04568	-115.21	6.79529
cpd04569	-36.52	1.67828
cpd04570	10000000	10000000
cpd04571	-5.64	3.65996
cpd04572	-26.51	1.6123
cpd04573	56.02	2.47117
cpd04574	102.4	3.09041
cpd04575	-12.33	1.97741
cpd04576	-48.1	1.82435
cpd04577	79.53	3.08127
cpd04578	81.68	2.22954
cpd04579	-45.47	7.44752
cpd04580	-397.7	12.7288
cpd04581	-447.39	0.973823
cpd04582	76.52	3.38541
cpd04583	-84.72	2.16705
cpd04584	35.55	3.55769
cpd04585	16.59	1.68528
cpd04586	12.07	1.71305
cpd04587	142.11	3.48444
cpd04588	100.59	3.09382
cpd04589	70.63	3.0925
cpd04590	5.86	2.08013
cpd04591	-11.239	2.38488
cpd04592	85.8	3.02807
cpd04593	95.4	2.20394
cpd04594	-19.06	1.94341
cpd04595	-95.46	1.22371
cpd04596	192.87	3.13857
cpd04597	10000000	10000000
cpd04598	157.89	5.45842
cpd04599	-40.3	3.13138
cpd04600	-3.08	1.72616
cpd04601	-12.82	2.43772
cpd04602	-85.194	0.7842
cpd04603	8.64	3.72931
cpd04604	10000000	10000000
cpd04605	-100.38	1.66133
cpd04606	10000000	10000000
cpd04607	-12.84	2.8767
cpd04608	10000000	10000000
cpd04609	107.5	3.50266
cpd04610	-39.64	1.26435
cpd04611	122.12	6.55344
cpd04612	39.09	0.967753
cpd04613	13.57	1.4633
cpd04614	13.57	1.4633
cpd04615	-69.8	1.7838
cpd04616	51.71	2.08174
cpd04617	-16.43	1.25079
cpd04618	26.79	0.885732
cpd04619	24.65	2.21007
cpd04620	-40.38	1.27711
cpd04621	20.82	1.85123
cpd04622	3.78	1.91283
cpd04623	-36.89	1.42009
cpd04624	-33.81	0.734963
cpd04625	10000000	10000000
cpd04626	10000000	10000000
cpd04627	66.79	1.54697
cpd04628	54.42	2.63926
cpd04629	76.14	2.45997
cpd04630	-41.82	1.40692
cpd04631	45.9	1.87865
cpd04632	10000000	10000000
cpd04633	10000000	10000000
cpd04634	10000000	10000000
cpd04635	10000000	10000000
cpd04636	10000000	10000000
cpd04637	10000000	10000000
cpd04638	10000000	10000000
cpd04639	66.71	2.74619
cpd04640	-25.24	2.94813
cpd04641	10000000	10000000
cpd04642	-90.22	2.99068
cpd04643	-15.52	2.4098
cpd04644	58.72	3.67756
cpd04645	100.91	4.46031
cpd04647	-25.45	2.05697
cpd04648	-11.98	2.2876
cpd04649	-9.26	1.49753
cpd04650	37.74	1.92267
cpd04651	-162.27	1.15681
cpd04652	-166.66	0.665071
cpd04653	-3.19	2.53769
cpd04654	9.08	2.84951
cpd04655	65.42	3.4795
cpd04656	101.46	5.61337
cpd04657	108.5	5.1263
cpd04658	29.75	2.52967
cpd04659	10000000	10000000
cpd04660	-25.22	1.33689
cpd04661	-49.41	0.94076
cpd04662	-41.339	2.25823
cpd04663	5.19	2.89769
cpd04664	0.18	2.8838
cpd04665	10000000	10000000
cpd04666	-39.66	2.90566
cpd04667	16.66	3.72388
cpd04668	10000000	10000000
cpd04669	10000000	10000000
cpd04670	-44.63	1.32768
cpd04671	-61.36	0.510773
cpd04672	-135.2	1.51371
cpd04673	10000000	10000000
cpd04674	49.54	2.88685
cpd04675	10000000	10000000
cpd04676	-63.65	1.01874
cpd04677	16.01	3.51716
cpd04678	88.78	3.39872
cpd04679	-48.42	3.25198
cpd04680	110.62	3.9503
cpd04681	10000000	10000000
cpd04682	53.28	2.00956
cpd04683	-59.3	1.40851
cpd04684	28.4	0.826731
cpd04685	10000000	10000000
cpd04686	10000000	10000000
cpd04687	10000000	10000000
cpd04688	10000000	10000000
cpd04689	10000000	10000000
cpd04690	10000000	10000000
cpd04691	10000000	10000000
cpd04692	7.09	1.48783
cpd04693	-10.3	1.16739
cpd04694	74.82	3.35798
cpd04695	18.33	1.71822
cpd04696	-20.08	1.69822
cpd04697	-43.22	1.03891
cpd04698	32.15	1.72984
cpd04699	37.01	1.74978
cpd04700	12.25	1.8151
cpd04701	4.74	1.45066
cpd04702	35.39	1.73873
cpd04703	-60.53	1.38797
cpd04704	81.09	6.83329
cpd04705	10000000	10000000
cpd04706	-87.79	1.26309
cpd04707	10000000	10000000
cpd04708	79.72	1.9695
cpd04709	63.05	2.09825
cpd04710	10000000	10000000
cpd04711	10000000	10000000
cpd04712	10000000	10000000
cpd04713	10000000	10000000
cpd04714	10000000	10000000
cpd04715	10000000	10000000
cpd04716	-39.98	4.03945
cpd04717	10000000	10000000
cpd04718	10000000	10000000
cpd04719	10000000	10000000
cpd04720	10000000	10000000
cpd04721	10000000	10000000
cpd04722	10000000	10000000
cpd04723	10000000	10000000
cpd04724	10000000	10000000
cpd04725	10000000	10000000
cpd04726	10000000	10000000
cpd04727	-24.28	3.79421
cpd04728	10000000	10000000
cpd04729	21.43	1.03684
cpd04730	51.6	2.07523
cpd04731	-10.8	1.9008
cpd04732	18.16	1.9994
cpd04733	-4.25	1.01621
cpd04734	33.68	3.97321
cpd04735	77.67	3.4632
cpd04736	102.94	3.4396
cpd04737	10000000	10000000
cpd04738	140.43	3.06141
cpd04739	10000000	10000000
cpd04740	22.21	5.62903
cpd04741	10000000	10000000
cpd04742	-235.775	6.81308
cpd04743	92.67	2.69445
cpd04744	-182.89	1.95975
cpd04745	-29.39	2.44076
cpd04746	8.96	1.68584
cpd04747	-6.47	2.93263
cpd04748	80.02	3.20058
cpd04749	11.37	3.36425
cpd04750	6.4	1.95529
cpd04751	-21.84	1.92123
cpd04752	-72.54	1.98639
cpd04753	-123.11	1.10758
cpd04754	10000000	10000000
cpd04755	10000000	10000000
cpd04756	-27.46	1.16401
cpd04757	-69.91	3.46706
cpd04758	-85.59	5.0187
cpd04759	8.04	2.36769
cpd04760	24.76	6.99459
cpd04761	10000000	10000000
cpd04762	-157.528	1.32699
cpd04763	-2.95	2.74525
cpd04764	10000000	10000000
cpd04765	10000000	10000000
cpd04766	10000000	10000000
cpd04767	10000000	10000000
cpd04768	10000000	10000000
cpd04769	10000000	10000000
cpd04770	10000000	10000000
cpd04771	-236.11	7.33028
cpd04772	10000000	10000000
cpd04773	10000000	10000000
cpd04774	-246.6	4.41671
cpd04775	-11.82	2.0701
cpd04776	-196.24	7.1585
cpd04777	-189.619	7.82673
cpd04778	10000000	10000000
cpd04779	42.74	1.86144
cpd04780	-21.16	1.41749
cpd04781	95.74	6.84458
cpd04782	116.95	7.12488
cpd04783	1.94	2.07919
cpd04784	-63.649	2.24586
cpd04785	10000000	10000000
cpd04786	124.01	3.47251
cpd04787	87.17	2.35785
cpd04788	76.44	2.57463
cpd04789	48.59	1.94203
cpd04790	54.9	8.25565
cpd04791	162.02	7.51089
cpd04792	10000000	10000000
cpd04793	102.2	6.49849
cpd04794	-49.38	7.18835
cpd04795	10000000	10000000
cpd04796	10000000	10000000
cpd04797	-42.82	7.18123
cpd04798	58.62	3.15542
cpd04799	-78.65	2.21387
cpd04801	10000000	10000000
cpd04802	10000000	10000000
cpd04803	174.24	5.63595
cpd04804	10000000	10000000
cpd04805	10000000	10000000
cpd04806	10000000	10000000
cpd04807	10000000	10000000
cpd04808	10000000	10000000
cpd04809	81.346	2.82612
cpd04810	10000000	10000000
cpd04811	10000000	10000000
cpd04812	7.056	1.20234
cpd04813	142.79	6.79114
cpd04814	10000000	10000000
cpd04815	-156.74	5.19118
cpd04816	-288.14	2.80576
cpd04817	-187.34	3.82888
cpd04818	-173.39	3.65987
cpd04819	10000000	10000000
cpd04820	10000000	10000000
cpd04821	10000000	10000000
cpd04822	-41.51	3.3108
cpd04823	-55.59	4.00214
cpd04824	-31.14	3.8311
cpd04825	10000000	10000000
cpd04826	10000000	10000000
cpd04827	10000000	10000000
cpd04828	-217.578	5.8705
cpd04829	64.05	2.11542
cpd04830	10000000	10000000
cpd04831	-28.72	2.50364
cpd04832	-107.86	7.62575
cpd04833	0.78	2.89828
cpd04834	44.08	3.08219
cpd04835	10.45	2.99137
cpd04836	15.79	1.98098
cpd04837	-78.67	1.73834
cpd04838	-38.38	2.3721
cpd04839	10000000	10000000
cpd04840	10000000	10000000
cpd04841	-134.38	2.37551
cpd04842	-138.49	2.29325
cpd04843	-140.28	2.40378
cpd04844	-158	1.28626
cpd04845	-9.81	4.04411
cpd04846	119.1	4.17562
cpd04847	45.44	3.95493
cpd04848	34.38	7.52831
cpd04849	10000000	10000000
cpd04850	10000000	10000000
cpd04851	73.38	2.82753
cpd04852	-9.26	2.67161
cpd04853	-54.33	2.76296
cpd04854	-20.77	1.44009
cpd04855	-31.87	1.43625
cpd04856	3.8	2.51569
cpd04857	-32.58	2.56581
cpd04858	-6.16	2.70421
cpd04859	-9.26	2.67161
cpd04860	-57.6	2.80582
cpd04861	-19.22	1.41995
cpd04862	9.52	1.45798
cpd04863	-31.38	1.6309
cpd04864	27.97	2.84854
cpd04865	-116.25	1.4829
cpd04866	-6.68	3.23111
cpd04867	-69.74	2.13063
cpd04868	-161.6	1.43411
cpd04869	-448.03	0.943907
cpd04870	10000000	10000000
cpd04871	-31.01	3.43999
cpd04872	10000000	10000000
cpd04873	41.47	2.18662
cpd04874	10000000	10000000
cpd04875	-445.77	0.993416
cpd04876	10000000	10000000
cpd04877	10000000	10000000
cpd04878	-142.9	1.84649
cpd04879	10000000	10000000
cpd04880	10000000	10000000
cpd04881	10000000	10000000
cpd04882	-139.67	2.60383
cpd04883	10000000	10000000
cpd04884	10000000	10000000
cpd04885	10000000	10000000
cpd04886	10000000	10000000
cpd04887	10000000	10000000
cpd04888	87.04	2.77214
cpd04889	10000000	10000000
cpd04890	10000000	10000000
cpd04891	114.94	4.59775
cpd04892	145.08	3.1606
cpd04893	151.25	2.95986
cpd04894	18.4	2.33743
cpd04895	103.74	2.7576
cpd04896	0.34	3.83332
cpd04897	126.27	2.74671
cpd04898	10000000	10000000
cpd04899	10000000	10000000
cpd04900	-59.09	2.24999
cpd04901	-59.82	1.77982
cpd04902	-23.6	2.72027
cpd04903	10000000	10000000
cpd04904	-209.29	9.46477
cpd04905	10000000	10000000
cpd04906	10000000	10000000
cpd04907	-107.83	9.42851
cpd04908	-144.65	9.62771
cpd04909	10000000	10000000
cpd04910	-61.95	2.85972
cpd04911	-59.44	2.66749
cpd04912	-80.3	1.67178
cpd04913	-102	1.64969
cpd04914	-57.53	1.65807
cpd04915	37.81	5.47361
cpd04916	81.29	5.34495
cpd04917	-106.23	2.80165
cpd04918	-467.2	1.5599
cpd04919	33.37	1.10066
cpd04920	-467.2	1.5599
cpd04921	-26.11	1.46884
cpd04922	-242.53	2.02654
cpd04923	-50.37	1.29785
cpd04924	16.79	4.89271
cpd04925	10000000	10000000
cpd04926	16.39	3.48987
cpd04927	-11.66	2.53949
cpd04928	7.42	2.0793
cpd04929	10000000	10000000
cpd04931	76.51	2.51061
cpd04932	10000000	10000000
cpd04933	10000000	10000000
cpd04934	10000000	10000000
cpd04935	10000000	10000000
cpd04936	-13.6	2.04396
cpd04937	10000000	10000000
cpd04938	73.55	5.5948
cpd04939	79.32	5.61409
cpd04940	-255.892	1.60921
cpd04941	-39.98	1.06818
cpd04942	10000000	10000000
cpd04943	-31.87	1.76813
cpd04944	26.28	2.31191
cpd04945	-126.15	7.14105
cpd04946	22.92	1.75541
cpd04947	28.4	0.826731
cpd04948	102.22	2.70294
cpd04949	37.01	1.74978
cpd04950	10000000	10000000
cpd04951	35.34	1.27103
cpd04952	-89.69	1.51784
cpd04953	-8.49	1.95964
cpd04954	-48.1	1.82435
cpd04955	71.641	2.34868
cpd04956	-12.35	1.45444
cpd04957	25.84	1.50816
cpd04958	10000000	10000000
cpd04959	-144.16	2.70401
cpd04960	-235.33	4.08966
cpd04961	-79.36	2.1977
cpd04962	-9.64	0.872856
cpd04963	76.25	2.20544
cpd04964	56.76	1.94458
cpd04965	-41.09	1.92029
cpd04966	-102.87	2.04744
cpd04967	10000000	10000000
cpd04968	-92.14	0.943137
cpd04969	-162.58	1.41322
cpd04970	-71.64	1.0848
cpd04971	-117.7	1.24013
cpd04972	-36.28	1.82591
cpd04973	10000000	10000000
cpd04974	-64.34	1.55437
cpd04975	54.89	2.0522
cpd04976	10000000	10000000
cpd04977	10000000	10000000
cpd04978	10000000	10000000
cpd04979	10000000	10000000
cpd04980	10000000	10000000
cpd04981	105.94	3.07488
cpd04982	108.58	3.80071
cpd04983	10000000	10000000
cpd04984	10000000	10000000
cpd04985	-140.26	0.5
cpd04986	10000000	10000000
cpd04987	-110.25	2.72275
cpd04988	-19.73	3.29815
cpd04989	16.61	2.11023
cpd04990	10000000	10000000
cpd04991	10000000	10000000
cpd04992	25.08	1.45198
cpd04993	-687.353	9.51369
cpd04994	116.94	3.03758
cpd04995	10000000	10000000
cpd04996	35.29	3.9552
cpd04997	10000000	10000000
cpd04998	10000000	10000000
cpd04999	10000000	10000000
cpd05000	10000000	10000000
cpd05001	23.08	3.07618
cpd05002	23.08	3.07618
cpd05003	10000000	10000000
cpd05004	10000000	10000000
cpd05005	5.67	2.11319
cpd05006	10000000	10000000
cpd05007	10000000	10000000
cpd05008	10000000	10000000
cpd05009	10000000	10000000
cpd05010	-101.4	2.1159
cpd05011	67.12	2.33298
cpd05012	10000000	10000000
cpd05013	10000000	10000000
cpd05014	10000000	10000000
cpd05015	-165.24	4.86247
cpd05016	-137.25	4.79445
cpd05017	10000000	10000000
cpd05018	10000000	10000000
cpd05019	10000000	10000000
cpd05020	10000000	10000000
cpd05022	-33.76	4.20612
cpd05023	10000000	10000000
cpd05024	10000000	10000000
cpd05026	-488.173	4.22166
cpd05029	10000000	10000000
cpd05030	10000000	10000000
cpd05031	-117.93	3.41465
cpd05032	-85.29	3.46637
cpd05033	-31.14	3.8311
cpd05034	10000000	10000000
cpd05035	10000000	10000000
cpd05036	-58.75	1.15238
cpd05038	-179.379	5.74509
cpd05039	70.75	2.75384
cpd05040	-11.7	1.90009
cpd05041	-72.71	1.50364
cpd05042	-47.48	1.14769
cpd05043	-441.28	4.34835
cpd05044	115.53	2.69738
cpd05045	10000000	10000000
cpd05046	86.291	2.90474
cpd05047	81.94	2.61843
cpd05048	10000000	10000000
cpd05049	10000000	10000000
cpd05050	108.881	2.92476
cpd05051	117.781	2.91289
cpd05052	-305.59	4.82979
cpd05053	98.01	4.42151
cpd05054	10000000	10000000
cpd05055	113.91	2.69022
cpd05056	161.471	5.28827
cpd05057	76.64	3.8228
cpd05058	87.41	2.68757
cpd05060	10000000	10000000
cpd05061	10000000	10000000
cpd05062	10000000	10000000
cpd05063	-115.782	3.29314
cpd05064	19.48	2.32471
cpd05065	-76.0225	4.26654
cpd05066	-105.3	1.35646
cpd05067	10000000	10000000
cpd05068	10000000	10000000
cpd05069	-229.5	2.24155
cpd05071	10000000	10000000
cpd05072	10000000	10000000
cpd05073	10000000	10000000
cpd05074	-51.72	5.86839
cpd05075	10000000	10000000
cpd05076	-172.013	3.06268
cpd05077	10000000	10000000
cpd05078	-260.3	4.38622
cpd05079	10000000	10000000
cpd05080	-66.01	2.02947
cpd05081	-66.13	4.30899
cpd05082	10000000	10000000
cpd05083	10000000	10000000
cpd05084	10000000	10000000
cpd05085	-91.56	4.35214
cpd05086	-183.05	4.56252
cpd05088	-125.56	2.67833
cpd05089	10000000	10000000
cpd05091	10000000	10000000
cpd05092	-172.71	2.25037
cpd05093	-172.71	2.25037
cpd05094	10000000	10000000
cpd05095	-110.11	2.00459
cpd05096	23.78	5.84513
cpd05097	-140.26	0.5
cpd05098	10000000	10000000
cpd05099	-560.88	0.992783
cpd05100	-246.34	0.503933
cpd05102	10000000	10000000
cpd05103	10000000	10000000
cpd05104	-369.91	1.49599
cpd05105	10000000	10000000
cpd05106	-423.06	2.08822
cpd05107	-98.55	2.8249
cpd05108	-85.68	6.91467
cpd05109	91.4	7.20274
cpd05110	-94.15	6.85038
cpd05111	-86.83	6.83024
cpd05112	52.33	7.21592
cpd05113	91.4	7.20274
cpd05114	-39.34	4.95814
cpd05115	-13.81	4.96861
cpd05116	-37.99	7.24128
cpd05117	-54.34	6.90194
cpd05118	-60.82	6.88852
cpd05119	101.31	10.0317
cpd05120	10000000	10000000
cpd05121	21.55	7.12379
cpd05122	136.73	10.0946
cpd05123	10000000	10000000
cpd05124	93.54	3.10777
cpd05125	10000000	10000000
cpd05126	10000000	10000000
cpd05127	-161.67	6.8535
cpd05128	10000000	10000000
cpd05129	-143.78	7.16546
cpd05130	10000000	10000000
cpd05131	-161.21	6.77335
cpd05132	-159.22	6.79737
cpd05133	-157.78	6.81955
cpd05134	10000000	10000000
cpd05135	10000000	10000000
cpd05136	10000000	10000000
cpd05137	10000000	10000000
cpd05138	10000000	10000000
cpd05139	-1196.95	22.1015
cpd05140	10000000	10000000
cpd05141	-59.2	1.65013
cpd05142	10000000	10000000
cpd05143	10000000	10000000
cpd05144	94.21	7.53135
cpd05145	10000000	10000000
cpd05146	13.09	4.11653
cpd05147	10000000	10000000
cpd05148	-36.54	1.77277
cpd05149	10000000	10000000
cpd05150	10000000	10000000
cpd05151	-395	1.68331
cpd05152	-127.56	1.3779
cpd05153	-167.4	1.52868
cpd05154	-255.83	1.52934
cpd05155	-127.56	1.3779
cpd05156	-1011.57	8.77121
cpd05157	-536.13	4.25369
cpd05158	-376.76	3.02215
cpd05159	10000000	10000000
cpd05160	-694.61	5.75441
cpd05161	-536.13	4.25369
cpd05162	-340.53	2.9806
cpd05163	-338.54	2.83666
cpd05164	-340.53	2.9806
cpd05165	-340.53	2.9806
cpd05166	-694.61	5.75441
cpd05167	-263.04	2.06771
cpd05168	-376.76	3.02215
cpd05169	-536.13	4.25369
cpd05170	-853.09	7.26131
cpd05171	-385.34	1.93344
cpd05172	-261.86	1.18067
cpd05173	-205.31	1.50162
cpd05174	-180.12	1.27448
cpd05175	-180.12	1.27448
cpd05176	-261.86	1.18067
cpd05177	-154.86	0.653466
cpd05178	-83.7	0.3016
cpd05179	-29.41	1.9685
cpd05180	-127.11	0.986639
cpd05181	10000000	10000000
cpd05182	-193.87	0.770819
cpd05183	-65.72	0.765531
cpd05184	-48.8	0.964071
cpd05185	10000000	10000000
cpd05186	-102.19	0.617257
cpd05187	-126.8	1.84218
cpd05188	87.46	3.34581
cpd05189	-39.21	1.10886
cpd05190	-146.14	1.59886
cpd05191	-74.74	0.776297
cpd05192	-153.24	0.736648
cpd05193	-156.48	0.571666
cpd05194	-63.45	0.575539
cpd05195	-128.24	2.8085
cpd05196	-54.35	1.76288
cpd05197	-35.54	1.32532
cpd05198	10000000	10000000
cpd05199	-111.81	1.57798
cpd05200	-138.34	1.26892
cpd05201	-110.19	1.59014
cpd05202	-21.26	2.70186
cpd05203	-82.65	1.49371
cpd05204	-127.8	1.40429
cpd05205	-33.9	1.57564
cpd05206	-72.06	0.987361
cpd05207	-22.88	2.70044
cpd05208	10000000	10000000
cpd05209	-229.12	0.756057
cpd05210	10000000	10000000
cpd05211	-169.77	1.25352
cpd05212	10000000	10000000
cpd05213	-151.07	1.21853
cpd05214	29.61	1.95735
cpd05215	-9.64	0.872856
cpd05216	-3.17	0.875086
cpd05217	69.09	1.96431
cpd05218	28.46	1.69659
cpd05219	67.47	1.95842
cpd05220	1.3	3.39695
cpd05221	-1.8	0.492969
cpd05222	-20.45	4.27935
cpd05223	-45.28	4.34912
cpd05224	44.26	2.01028
cpd05225	-37.35	2.04384
cpd05226	-46.54	1.22577
cpd05227	29.61	1.95735
cpd05228	54	1.55664
cpd05229	-136.91	1.30087
cpd05230	-3.39	1.89885
cpd05231	-31.99	1.66016
cpd05232	-106.78	0.980289
cpd05233	-54.15	1.39042
cpd05234	-33.41	1.86857
cpd05235	-51.11	1.93785
cpd05236	-24.71	2.08465
cpd05237	-44.95	1.01456
cpd05238	-28.75	1.82811
cpd05239	-254.16	5.37282
cpd05240	-312.28	5.85133
cpd05241	-575.25	7.77145
cpd05242	-454.99	6.83702
cpd05243	-202.71	5.20271
cpd05244	-160.03	5.23355
cpd05245	-193.28	5.24471
cpd05246	-239.71	5.34633
cpd05247	-187.62	5.17372
cpd05248	-349.14	5.80939
cpd05249	-189.04	5.17549
cpd05250	-274.06	5.76048
cpd05251	-347.52	5.8127
cpd05252	-286.74	5.7311
cpd05253	-166.48	5.18788
cpd05254	-351.76	5.88121
cpd05255	-200.24	5.20044
cpd05256	-238.93	5.69164
cpd05257	-304.43	5.27133
cpd05258	-199.87	5.27855
cpd05259	-193.28	5.24471
cpd05260	-180.95	1.22448
cpd05261	-140.22	1.27296
cpd05262	-261.5	1.49878
cpd05263	-183.03	1.51001
cpd05264	-261.5	1.49878
cpd05265	-217.61	1.3695
cpd05266	-182.05	1.49863
cpd05267	-180.06	1.36935
cpd05268	-180.95	1.22448
cpd05269	-255.83	1.52934
cpd05270	-217.61	1.3695
cpd05271	-138.04	4.37649
cpd05272	-156.31	4.42398
cpd05273	-162.87	4.42141
cpd05274	-41.71	1.16984
cpd05275	-38.47	1.33018
cpd05276	-3.39	1.89885
cpd05277	-76.51	1.26512
cpd05278	-23.09	2.13399
cpd05279	-38.47	1.33018
cpd05280	-54.23	2.19143
cpd05281	48.27	1.44723
cpd05282	51.35	1.09639
cpd05283	-1.61	1.21964
cpd05284	10000000	10000000
cpd05285	4.87	1.2692
cpd05286	12.58	1.25165
cpd05287	39.75	1.52603
cpd05288	43.36	2.69794
cpd05289	-20.36	2.40767
cpd05290	3.45	2.63926
cpd05291	9.66	2.4746
cpd05292	-29.22	0.45085
cpd05293	-4.65	2.20131
cpd05294	9.96	3.5644
cpd05295	23.33	1.27102
cpd05296	40.12	2.53288
cpd05297	-1.6	2.30174
cpd05298	6.42	2.30024
cpd05299	-1.41	2.37645
cpd05300	17.44	1.44863
cpd05301	10000000	10000000
cpd05302	-1.154	0.668739
cpd05303	-2.964	0.689514
cpd05304	1.83	2.55164
cpd05305	46.6	2.86425
cpd05306	-17.12	2.58075
cpd05307	236.38	9.44488
cpd05308	181.26	9.38245
cpd05309	177.81	5.24066
cpd05310	164.4	9.31785
cpd05311	114.95	4.89608
cpd05312	10000000	10000000
cpd05313	-278.99	3.91687
cpd05314	160.09	9.44566
cpd05315	-267.68	3.69985
cpd05316	-295.86	3.66459
cpd05317	10000000	10000000
cpd05318	-330.65	3.70921
cpd05319	-292.81	3.67579
cpd05320	-332.27	3.70401
cpd05321	-280.61	3.90603
cpd05322	10000000	10000000
cpd05323	10000000	10000000
cpd05324	-282.23	3.89714
cpd05325	-294.24	3.66775
cpd05326	-283.82	3.78594
cpd05327	-269.3	3.69255
cpd05328	-305.72	3.715
cpd05329	-257.37	3.75248
cpd05330	-294.43	3.67264
cpd05331	10000000	10000000
cpd05332	10000000	10000000
cpd05333	-272.42	3.99393
cpd05334	-257.77	3.99836
cpd05335	-243.87	4.01594
cpd05336	-307.34	3.70981
cpd05337	-298.47	3.78125
cpd05338	-270.92	3.68733
cpd05339	-340.772	4.06117
cpd05340	-378.27	3.45792
cpd05341	-252.53	2.2488
cpd05342	-5.51	2.98501
cpd05343	-99.54	2.83205
cpd05344	10000000	10000000
cpd05345	83.66	2.75943
cpd05346	111.2	2.5752
cpd05347	-196.4	2.2136
cpd05348	10000000	10000000
cpd05349	10000000	10000000
cpd05350	10000000	10000000
cpd05351	10000000	10000000
cpd05352	10000000	10000000
cpd05353	10000000	10000000
cpd05354	211.11	9.37082
cpd05355	191.05	13.9386
cpd05356	278.45	18.5692
cpd05357	73.01	4.87997
cpd05358	144.9	9.33752
cpd05359	182.94	9.33658
cpd05360	189.41	9.3393
cpd05361	129.47	9.37708
cpd05362	111.09	9.3095
cpd05363	126.9	4.97975
cpd05364	122.92	10.2379
cpd05365	281.23	13.9688
cpd05366	223.63	9.36562
cpd05367	220.85	13.9574
cpd05368	19.13	4.80258
cpd05369	110.79	3.62095
cpd05370	302.56	14.0346
cpd05371	302.56	14.0346
cpd05372	291.48	13.2942
cpd05373	435.7	23.2197
cpd05374	18.87	4.99344
cpd05375	14.72	4.97323
cpd05376	-172.83	3.12657
cpd05377	-163.74	1.80572
cpd05378	10000000	10000000
